47.97, 37.9, 37.3, 35.1, 37.17, 32.53, 29.955, 28.31, 28.55, 27.175, 24.965, 27.02
38.7, 38.4, 36.1, 39.3, 34.96, 31.02, 28.86, 28.005, 27.885, 25.81, 26.985, 26.26
